grant_id,funding,sponsor,awardee,title,date,is_anticipated,department_id,capabilities_id
G00163,385352,the NSF,Kirin Emlet Furst,Disinfection Resiliency and Microbial Risk in Drinking Water Distribution Systems During Extreme Heat Disasters,2023-10-30,True,,
G00164,299486,the National Science Foundation (NSF),Aditya Johri,,2023-10-23,True,,
G00165,299486,the National Science Foundation (NSF),Khondkar R. Islam,,2023-10-23,True,,
G00166,299486,the National Science Foundation (NSF),Vivian Genaro Motti,,2023-10-23,True,,
G00167,21000,the US DOD,Ali Khalid Raz,Digital Engineering Tools for Acquisition Support: A Systematic Approach for Autonomous System Acquisition and Integration into SoS via Data-Driven Trade Studies Digital Engineering,2023-10-23,True,,
G00168,50000,the Virginia Innovation Partnership Authority,Lap Fai Yu,Detecting Anomalous Virtual Reality Teleoperations via Artificial Intelligence,2023-10-23,True,,
G00169,303765,the Virginia Innovation Partnership Authority,Liza Price Wilson Durant,,2023-10-23,True,,
G00170,92683,the NIH,Lucas R.F. Henneman,Historical social and environmental determinants of memory decline and dementia among U.S. older adults,2023-10-16,True,,
G00171,250000,the US DOI,Pei Dong,"Engineering Spatial Wood Carbon Scaffolds with Nanocellulose Fillers for Water Deionization Water desalination,",2023-10-16,True,,
G00172,1871692,the NSF,Vivian Genaro Motti,Success via a Human-Assistive Wearable Technology Partnership Fostering Neurodiverse Individuals' Work Success via Assistive Wearable Technology,2023-10-16,True,,
G00173,550000,the NSF,Maryam Parsa,"Collaborative Research: NCS-FR: DEJA-VU: Design of Joint 3D Solid-State Learning Machines for Various Cognitive Use-Cases Cognitive Memory, Neuromorphic Computing",2023-10-16,True,,
G00174,53765,the Virginia Innovation Partnership Authority,Liza Price Wilson Durant,the CCI Scholars Program – Undergraduate Research,2023-10-16,True,,
G00175,20000,the Virginia Innovation Partnership Authority,Liza Price Wilson Durant,CCI - FY24 Teacher Professional Development,2023-10-16,True,,
G00176,45000,the U.S. Department of the Navy,Brian L. Mark,Coherent Sensing Approaches for Dynamic Spectrum Allocation,2023-10-02,True,,
G00177,45000,the U.S. Department of the Navy,Yue Wang,Coherent Sensing Approaches for Dynamic Spectrum Allocation,2023-10-02,True,,
G00178,45000,the U.S. Department of the Navy,Zhi Tian,Coherent Sensing Approaches for Dynamic Spectrum Allocation,2023-10-02,True,,
G00179,50000,the Naval Air Warfare Center Aircraft Division,Antonios Anastasopoulos,STTR Phase I DIGITAL ENGINEERING -Automated Knowledge Base Extraction and Student Assessment,2023-10-02,True,,
G00180,238622,the NSF,Andrian Marcus,Collaborative Research: SHF: Medium: Bug Report Management 2.0,2023-10-02,True,,
G00181,800000,the NSF,Kai Zeng,Collaborative Research: SaTC: CORE: Medium: Securing Next G Millimeter-Wave Communication in Programmable RF Environments with Reconfigurable Intelligent Surface (SECURIS),2023-10-02,True,,
G00182,108592,the American Statistical Association,Jonathan L. Auerbach,Monitoring and Reporting of the Health of the Federal Statistical System,2023-10-02,True,,
G00183,132000,the USDA,Kuo Tian,Rural Utilities Service,2023-09-25,True,,
G00184,69000,the ONR,Mary L. Cummings,Sidekick for Submarine Watchstander Augmentation (TAPEE),2023-09-25,True,,
G00185,78338,the CIA,Gheorghe D. Tecuci,Automatic Fake News Detection,2023-09-25,True,,
G00186,500,Prince William Country Public Schools,Kamaljeet Sanghera,,2023-09-25,True,,
G00187,100000,the National Aeronautics and Space Administration (NASA),Celso Moller Ferreira,SHORE-BREAK: Assessing and predicting Arctic Coastal Erosion Hazards with ICESat-2,2023-09-18,True,,
G00188,100000,the National Aeronautics and Space Administration (NASA),Paul R. Houser,SHORE-BREAK: Assessing and predicting Arctic Coastal Erosion Hazards with ICESat-2,2023-09-18,True,,
G00189,42389,NOA,Seiyon Lee,EXCLAIM: a Decision Support Toolkit to Mitigate Impacts of Cascading Climate Hazards,2023-09-18,True,,
G00190,416666,the Virginia Innovation Partnership Authority,Liza Price Wilson Durant,NoVA Node CCI FY24 Initiatives,2023-09-18,True,,
G00191,50000,the Virginia Innovation Partnership Authority,Kai Zeng,Fingerprinting Techniques for Millimeter-Wave Device Authentication in 5G/NextG Wireless Communications,2023-09-18,True,,
G00192,475791,the George Mason Research Foundation,Jean-Pierre Auffret,NATO MERLIN Phase III,2023-09-18,True,,
G00193,475791,the George Mason Research Foundation,Linton Wells,NATO MERLIN Phase III,2023-09-18,True,,
G00194,475791,the George Mason Research Foundation,David G. Boulos,NATO MERLIN Phase III,2023-09-18,True,,
G00195,1199772,the National Institutes of Health,Lily Wang,SCH: Novel and Interpretable Statistical Learning for Brain Imaging Data,2023-09-11,True,,
G00196,239524,the Air Force Research Laboratory,Daigo Shishika,Rethinking Assignment-based Methods in Multi-agent Differential Games,,True,,
G00197,87672,the Institute of Statistical Sciences,John Stufken,Institute of Statistical for for Co-Editorship of Statistica Sinica,2023-09-05,True,,
G00198,10000,Northeastern University,Mark Huntington Snyder,NU/Inclusive Computing,2023-09-05,True,,
G00199,15000,Raytheon Systems,Mingkui Wei,CYSE 492 - Raytheon Zero Trust Architecture,2023-08-28,True,,
G00200,250000,the U.S. Department of the Army,Kai Zeng,an Advanced mmWave Testbed for Wireless Communication Security Research and Education,2023-08-28,True,,
G00201,250000,the U.S. Department of the Army,Brian L. Mark,an Advanced mmWave Testbed for Wireless Communication Security Research and Education,2023-08-28,True,,
G00202,250000,the U.S. Department of the Army,Jiang Weiwen,an Advanced mmWave Testbed for Wireless Communication Security Research and Education,2023-08-28,True,,
G00203,9040,the Centers,Leigh S. McCue-Weil,Disease Control and Prevention (CDC),2023-08-28,True,,
G00204,300000,the National Science Foundation,Weiwan Jiang,CyberTraining: Pilot: Quantum Research Workforce Development on End-to-End Quantum Systems Integration,2023-08-28,True,,
G00205,330000,the NSF,Weiwen Jiang,Collaborative Research: OAC Core: An Integrated Framework for Enabling Temporal-Reliable Quantum Learning on NISQ-era Devices,2023-08-28,True,,
G00206,330000,the NSF,Jessica L. Rosenberg,Collaborative Research: OAC Core: An Integrated Framework for Enabling Temporal-Reliable Quantum Learning on NISQ-era Devices,2023-08-28,True,,
G00207,99999,the National Science Foundation,Elise D. Miller-Hooks,Conference: US-UK Workshop on Transformation in Urban Underground Infrastructure Sensing,2023-08-28,True,,
G00208,148000,the FAA,John Friedrich Shortle,NEXTOR III: DO 21: System Safety Management Transformation (SSMT),2023-08-28,True,,
G00209,745197,the NSF,Kevin Patrick Moran,Collaborative Research: SHF: Medium: Toward Understandability and Interpretability for Neural Language Models of Source Code,2023-08-28,True,,
G00210,745197,the NSF,Ziyu Yao,Collaborative Research: SHF: Medium: Toward Understandability and Interpretability for Neural Language Models of Source Code,2023-08-28,True,,
G00211,5000,VentureWell,Siddhartha Sikdar,Coordinating Opioid Network Needs with Expert Clinical Teams (iCONNECT),2023-08-28,True,,
G00212,5000,VentureWell,Padmanabhan Seshaiyer,Coordinating Opioid Network Needs with Expert Clinical Teams (iCONNECT),2023-08-28,True,,
G00213,5000,VentureWell,Holly C. Matto,Coordinating Opioid Network Needs with Expert Clinical Teams (iCONNECT),2023-08-28,True,,
G00214,126000,the U.S. Army,Maryam Parsa,the National Automotive Center,2023-08-28,True,,
G00215,,the NSF,Amarda Shehu,,2023-08-01,False,,
G00216,20675,NASA,Viviana Maggioni,Machine learning-based flash flood forecasting in West Africa with satellite observations,2023-08-14,True,,
G00217,393256,the NSF,Nora McDonald,Collaborative Research: SaTC: CORE: Medium: Beyond App-centric Privacy: Investigating Privacy Ecosystems among Vulnerable Populations,2023-08-14,True,,
G00218,40586,the NSF,Jinwei Ye,CRII: RI: General Surface Reconstruction via Polarized Computational Imaging,2023-08-14,True,,
G00219,5000,the DoD,Brian L. Mark,Aspire/CCI Partnership Capstone Experience,2023-08-14,True,,
G00220,5000,Virginia Commonwealth University,Cameron Nowzari,Defend the Republic ‐ Multi‐Ball Capturing Robot,2023-08-14,True,,
G00221,97242,the National Science Foundation,Thanhvu H. Nguyen,FMitF: Track II: Cybolic: a symbolic execution technique and tool for analyzing CMake build scripts,2023-08-07,True,,
G00222,34000,Oak Ridge Associated Universities,Hemant Purohit,Holistic Human Identity Mapping,2023-08-07,True,,
G00223,250001,the U.S. Department of Energy,Giorgio Ascoli,CRCNS22 Learning Rules in the Hippocampus and their Mapping to Neuromorphic Systems,2023-08-07,True,,
G00224,173978,the National Institutes of Health,Lei Yang,,2023-08-07,True,,
G00225,59980,the Virginia Innovation Partnership Authority,Ziyu Yao,Calibrating Trust in Human-Machine Interactions with Algorithm Transparency,2023-08-07,True,,
G00226,19698,Deloitte & Touche,Jean-Pierre Auffret,HAYSTAC    Human dynamics and movement trajectories,2023-07-18,True,,
G00227,19968,the National Science Foundation,Brittany Johnson-Matthews,Conference: VL/HCC 2023 Graduate Consortium,2023-07-18,True,,
G00228,39248,Inova Healthcare,Jiayang Sun,Two Year Joint Pilot Training Program,2023-07-18,True,,
G00229,39248,Inova Healthcare,Carolyn Drews-Botsch,Two Year Joint Pilot Training Program,2023-07-18,True,,
G00230,98899,the National Science Foundation,Antonios Anastasopoulos,CCRI: Planning-C: Facilitating Language Technologies for Crisis Response,2023-07-10,True,,
G00231,66250,the National Science Foundation,Wing Ching Lam,Collaborative Research: CCRI: An Infrastructure and Dataset for Research in Android Testing & Analysis,2023-07-10,True,,
G00232,66250,the National Science Foundation,Kevin Patrick Moran,Collaborative Research: CCRI: An Infrastructure and Dataset for Research in Android Testing & Analysis,2023-07-10,True,,
G00233,462501,the National Science Foundation,Lap Fai Yu,FW-HTF-R: Collaborative Research: Worker-AI Teaming to Enable ADHD Workforce Participation in the Construction Industry of the Future,2023-07-10,True,,
G00234,366909,the Office of Naval Research,Kathleen E. Wage,Mode sensing and prediction in deep ocean environments,2023-07-10,True,,
G00235,123473,the National Oceanic & Atmospheric Administration,Celso Moller Ferreira,,2023-07-02,True,,
G00236,52294,the U.S. Department of the Army,Daigo Shishika,Arches: Autonomous Resilient Cognitive Heterogeneous Swarms,2023-07-02,True,,
G00237,50000,the National Science Foundation,Remi Veneziano,Towards a clinically translatable and standardized tissue ‘paint/contrast agent,2023-07-02,True,,
G00238,6840,the National Security Agency,Antonios Anastasopoulos,SCALE 2023,2023-07-02,True,,
G00239,22434,the National Institute of Standards & Technology,Qiliang Li,the Study of Ga2O3 Diodes and MOS Devices for Application in Power Devices and Sensors,2022-06-21,True,,
G00240,5000,the Department of Defense,Rochelle R. Jones,SOFSA 05 Efficient Warehouse,2023-06-11,True,,
G00241,30811,the Korea Research Institute of Chemical Technology,Pilgyu Kang,"Nanostructuring and Hybridization of porous polymers for stimuli-responsive devices diagnostic, gold nanoparticle, graphene, and surface-enhanced plasmonics",2023-06-11,True,,
G00242,274005,the Air Force Research Laboratory,Duminda Wijesekera,Phase II AF 21B-T001 Leveraging an Edge-Based Cross-Domain Services Framework to Simplify Planning,2023-06-04,True,,
G00243,274005,the Air Force Research Laboratory,Eric W. Vollmecke,Phase II AF 21B-T001 Leveraging an Edge-Based Cross-Domain Services Framework to Simplify Planning,2023-06-04,True,,
G00244,328000,the National Science Foundation,Yue Wang,CIF: Small: Signal Processing and Learning for NOMA Millimeter-Wave Massive MIMO Systems,2023-06-04,True,,
G00245,8500,the U.S. Department of the Army,Qiliang Li,Collaborative Capstone Projects with the Army C5ISR Center Research & Technology Integration Directorate,2023-05-30,True,,
G00246,84248,the Environmental Protection Agency,Lucas R.F. Henneman,"Accounting for the health benefits of air pollution regulations in China, 2008-2020",2023-05-30,True,,
G00247,1500000,the National Science Foundation,Bo Han,Collaborative Research: CCRI: New: CoMIC: A Collaborative MobileImmersive Computing Research Infrastructure for Multi-user XR,2023-05-30,True,,
G00248,1500000,the National Science Foundation,Parth Pathak Lap Fai Yu,Collaborative Research: CCRI: New: CoMIC: A Collaborative MobileImmersive Computing Research Infrastructure for Multi-user XR,2023-05-30,True,,
G00249,1500000,the National Science Foundation,Songqing Chen,Collaborative Research: CCRI: New: CoMIC: A Collaborative MobileImmersive Computing Research Infrastructure for Multi-user XR,2023-05-30,True,,
G00250,239970,the National Science Foundation,Foteini Baldimtsi,Collaborative Research: SaTC: CORE: Medium: Cryptographic accumulators and revocation of credentials,2023-05-30,True,,
G00251,200000,the Virginia Innovation Partnership Authority,Liza Price Wilson Durant,"Cyber Acceleration, Translation, and Advanced Prototyping for University Linked Technology (CATAPULT) 2023-2024",2023-05-15,True,,
G00252,34000,the American Statistical Association,Jonathan L. Auerbach,COVID-19 Research Database Grant Accelerator,2023-05-15,True,,
G00253,50000,the Virginia Innovation Partnership Authority,Wei Mingkui,"Using Code-Glyph Mismatched Fonts to Protect Websites from Web Scrapinganti-scraping,",2023-05-15,True,,
G00254,402009,the National Science Foundation,Samuel Dov Gordon,SaTC: CORE: Medium: Collaborative: New Approaches for Large Scale Secure Computation,2023-05-15,True,,
G00255,810104,the Office of Naval Research,Itamara Lochard,Habitus and the Information Environment: An Ethnographic Case Study of Digital Anthropology,2023-05-15,True,,
G00256,243332,the Virginia Innovation Partnership Authority,Liza Price Wilson Durant,,2023-05-08,True,,
G00257,100000,the Intelligence Advanced Research Projects Activity,Ali Khalid Raz,,2023-05-08,True,,
G00258,140976,the National Science Foundation,Sai Manoj Pudukotai Dinakarrao,Collaborative Research: EAGER: IC-Cloak: Integrated Circuit Cloaking against Reverse Engineering,2023-04-24,True,,
G00259,490000,the Virginia Innovation Partnership Authority,Liza Wilson Durant,CCI NoVa Node Cybersecurity Traineeship,2023-04-24,True,,
G00260,105000,the U.S. Department of Defense,Eric W. Vollmecke,Tentacle Demonstration and Architecture Support to FUSE,2023-04-24,True,,
G00261,149921,the U.S. Department of Health and Human Services,Myeong Lee,Mapping Information Ecology: Understanding the Fragmentation of Disability Service Information,2023-04-24,True,,
G00262,150000,the U.S. Department of Defense,Kamaljeet Sanghera,,2023-04-17,True,,
G00263,265000,the Office of Naval Research,Daigo Shishika,Distributed Intelligence with Lighter-Than-Air Vehicles,2023-04-17,True,,
G00264,299989,the National Science Foundation,Vijay Shah,Collaborative Research: Research Infrastructure: CCRI: New: Distributed Space and Terrestrial Networking Infrastructure for Multi-Constellation Coexistence,2023-04-17,True,,
G00265,320545,the National Science Foundation,Qiang Zeng,CCRI: Medium: Collaborative Research: Hardware-in-the-Loop and Remotely Accessible/Configurable/Programmable Internet of Things (IoT) Testbeds,2023-04-17,True,,
G00266,75000,Hilton Worldwide,Duminda Wijesekera,"Card-Based Access Control, Cell phone-based access control, and Connected Hotel rooms",2023-04-17,True,,
G00267,140000,the Office of Naval Research,Sushil Jajodia,"Rethinking Adaptive Cyber Defense, Optimization, and Reinforcement Learning in an Adversarial Environment",2023-04-10,True,,
G00268,264849,the National Science Foundation,Qiang Zeng,Collaborative Research: CNS Core: Medium: Towards Understanding and Handling Problems Due to Coexistence of Multiple IoT Platforms,2023-04-10,True,,
G00269,149572,the National Science Foundation,Jinwei Ye,Collaborative Research: RI: Small: Motion Field Understanding for Enhanced Long-Range Imaging,2023-04-10,True,,
G00270,44122,the Office of Naval Research,Ali Beheshti,Surface Integrity and Tribological Study of Propulsion Shaft Materials Subjected to Advanced Surface Strengthening Treatments,2023-03-27,True,,
G00271,134706,the National Science Foundation (NSF),Moinul Hossain,CRII: CNS: Security Assessment of Spectrum Coexistence in Co-located Heterogeneous Wireless IoT Networks,2023-03-27,True,,
G00272,118694,the U.S. Department of the Army,Moinul Hossain,ArtlAMAS 2.12 Slicing-Enabled Private 5G Network to Support AI and Autonomy for Multi-Agent Systems,2023-03-27,True,,
G00273,50009,Peraton,Duminda Wijesekera,Intelligent Edge with 5G Technology and Edge Security,2023-03-27,True,,
G00274,50009,Peraton,Bo Yu,Intelligent Edge with 5G Technology and Edge Security,2023-03-27,True,,
G00275,92257,the National Science Foundation,Qiang Zeng,CAREER: Towards Secure and Usable IoT Authentication Under Constraints,2023-03-20,True,,
G00276,226000,the Environmental Protection Agency,Celso Moller Ferreira,,2023-03-20,True,,
G00277,900000,the U.S. Department of Defense,Ali Khalid Raz,Integrated Photonics for Sustained Operations,2023-03-20,True,,
G00278,900000,the U.S. Department of Defense,Eric W. Vollmecke,Integrated Photonics for Sustained Operations,2023-03-20,True,,
G00279,4941325,the U.S. Department of the Air Force,Eric W. Vollmecke,,2023-03-20,True,,
G00280,60000,the Virginia Innovation Partnership Authority,Bo Yu,Automated Privacy Positioning with Context-Awareness in Wearable Technology,2023-03-06,True,,
G00281,60000,the Virginia Innovation Partnership Authority,Nupoor Jalindre,Automated Privacy Positioning with Context-Awareness in Wearable Technology,2023-03-06,True,,
G00282,60000,the Virginia Innovation Partnership Authority,Nirup M. Menon,Automated Privacy Positioning with Context-Awareness in Wearable Technology,2023-03-06,True,,
G00283,30000,the Virginia Innovation Partnership Authority,Liza Wilson Durant,CCI’s Teacher Cybersecurity Professional Development Program FY23,2023-03-06,True,,
G00284,90000,the Virginia Innovation Partnership Authority,Liza Price Wilson Durant,the CCI Scholars Program – Undergraduate Research Opportunity,2023-02-27,True,,
G00285,34999,Virginia Tech,Krzysztof M. Gaj,Resurrecting SIKE: Developing and Implementing New Isogeny-Based Post-Quantum Schemes implementation,2023-02-20,True,,
G00286,74954,the Virginia Innovation Partnership Corporation,Remi  Veneziano,A novel targeted near-infrared contrast agent (CA) platform for real-time intraoperative tumor margin imaging,2023-02-20,True,,
G00287,201162,the Federal Highway Administration,Duminda Wijesekera,Driver Visual Searching Behavior when Navigating through Alternative Intersections,2023-02-13,True,,
G00288,201162,the Federal Highway Administration,Cing-Dao Kan,Driver Visual Searching Behavior when Navigating through Alternative Intersections,2023-02-13,True,,
G00289,50000,the Office of Naval Research,Kun Sun,Reference-based Automatic Security Patch Generation,2023-02-13,True,,
G00290,5000,US Department of Defense,Lance C. Sherry,Electronic Operations Manual for Submersible Maritime Platform (“Everything Tablet”),2023-02-13,True,,
G00291,50000,the Office of Naval Research,Sushil Jajodia,"Rethinking Adaptive Cyber Defense, Optimization, and Reinforcement Learning in an Adversarial Environment",2023-02-13,True,,
G00292,8776,the  Centers,Leigh S. Weil McCue,Disease Control and Prevention,2023-02-13,True,,
G00293,499481,the National Science Foundation,Gregory Joseph Stein,Fast and Reliable Online Retraining and Adaptation for Robot Planning Despite Missing World Knowledge,2023-02-13,True,,
G00294,44121,the Office of Naval Research,Ali Beheshti,Surface Integrity and Tribological Study of Propulsion Shaft Materials Subjected to Advanced Surface Strengthening Treatments,2023-02-13,True,,
G00295,188104,the NSF,Guo Xiaonan,Collaborative Research: CCRI: New: Nation-wide Community-based Mobile Edge Sensing and Computing Testbeds,2023-02-06,True,,
G00296,149961,the NSF,John Stufken,Collaborative Research: Design-Based Optimal Subdata Selection Using Mixture-of-Experts Models to Account for Big Data Heterogeneity,2023-02-06,True,,
G00297,131403,the DHHS,Juan Raul Cebral,Computational and Biological Approach to Flow Diversion,2023-02-06,True,,
G00298,3400,the U.S. Department of Defense,Henry J. Coffman,U.S. Armed Services Friendly Forces Identification Using an Enhanced Technology Architecture and Methodology,2023-01-30,True,,
G00299,317781,the U.S. Department of the Army,Remi Veneziano,DNA-Based Hydrogels for Peripheral Nerve Repair,2023-01-24,True,,
G00300,317781,the U.S. Department of the Army,Jeffrey Lawrence Moran,DNA-Based Hydrogels for Peripheral Nerve Repair,2023-01-24,True,,
G00301,317781,the U.S. Department of the Army,Pei Dong,DNA-Based Hydrogels for Peripheral Nerve Repair,2023-01-24,True,,
G00302,59980,the Virginia Innovation Partnership Authority,Ziyu Yao,Calibrating Trust in Human-Machine Interactions with Algorithm Transparency,2023-01-24,True,,
G00303,20000,the Office of Naval Research,Sushil Jajodia,Rethinking Adaptive Cyber Defense,2023-01-09,False,,
G00304,60000,Virginia Innovative Partnership Authority,Bo Han,Privacy-preserving Mapping and Localization for Immersive Healthcare Applications,2023-01-09,False,,
G00305,60000,Virginia Innovative Partnership Authority,Hong Xue,Privacy-preserving Mapping and Localization for Immersive Healthcare Applications,2023-01-09,False,,
G00306,60000,Virginia Innovative Partnership Authority,Songqing Chen,Privacy-preserving Mapping and Localization for Immersive Healthcare Applications,2023-01-09,False,,
G00307,60000,Virginia Innovative Partnership Authority,Songqing,Privacy-preserving Mapping and Localization for Immersive Healthcare Applications,2023-01-09,False,,
G00308,60000,Virginia Innovation Partnership Authority,Evgenios Kornaropoulos and  Rebecca Elizabeth Sutter,Equitable Healthcare via Ethical and Provable De-identification MAP clinics,2023-01-09,False,,
G00309,259200,the American Society of Engineering Education (NSF),Quentin Sanders,,2023-01-03,True,,
G00310,32798,the National Science Foundation (NSF),Thanhvu H. Nguyen,,2023-01-03,True,,
G00311,276117,the US Department of the Army,Xuesu Xiao,"Learning Kinodynamics for Accurate, High-Speed, Off-Road Ground Maneuvers on Unstructured Terrain",2023-01-03,True,,
G00312,20000,the Office of Naval Research,Kun Sun,Reference-based Automatic Security Patch Generation,2023-01-03,True,,
G00313,400000,the National Science Foundation (NSF),Zhi Tian,,2023-01-03,True,,
G00314,400000,the National Science Foundation (NSF),Yue Wang,,2023-01-03,True,,
G00315,6667,Virginia Tech,Kai Zeng,Federated and Secure Spectrum Learning for NextG Communications Systems,2023-01-03,True,,
G00316,140000,the Department of Veterans Affairs,Jiayang Sun,Biomarkers for pressure injury risk following spinal cord injury: Development of a multi-scalar predictive model for personalized preventive health care,2023-01-03,True,,
G00317,,the US Department of the Army,William H. Roeting,Chief Digital and AI Office (CDAO) Other Transactional Agreement and Public Private Partnership,2023-01-03,False,,
G00318,,the US Department of the Army,Duminda Wijesekera,Chief Digital and AI Office (CDAO) Other Transactional Agreement and Public Private Partnership,2023-01-03,False,,
G00319,,the US Department of the Army,Joseph T.  Kobsar,Chief Digital and AI Office (CDAO) Other Transactional Agreement and Public Private Partnership,2023-01-03,False,,
G00320,687000,George Mason Research Foundation,Jean-Pierre Auffret,Information Environment Assessment (IEA) Analytics Engine Prototype,2023-01-03,True,,
G00321,749999,the National Science Foundation,Jie Xu,SAI-R : Strengthening American Electricity Infrastructure for an Electric Vehicle Future: An Energy Justice Approach,2022-12-05,False,,
G00322,749999,the National Science Foundation,Wenying Ji,SAI-R : Strengthening American Electricity Infrastructure for an Electric Vehicle Future: An Energy Justice Approach,2022-12-05,False,,
G00323,749999,the National Science Foundation,Fengxiu  Zhang,SAI-R : Strengthening American Electricity Infrastructure for an Electric Vehicle Future: An Energy Justice Approach,2022-12-05,False,,
